"","Estimate","Std. Error","t-value","Pr(>|t|)","COD_MUNI"
"scaled_rainfall_deviation:factor(COD_MUNI)15276",-2.08193913379913,0.140646212642768,-14.8026675918186,0.000000000000000000000000000000000000000000000000146744006181136,15276
"scaled_rainfall_deviation:factor(COD_MUNI)15293",-2.07348477668744,0.118627376379439,-17.4789735722995,0.0000000000000000000000000000000000000000000000000000000000000000000224530403515023,15293
"scaled_rainfall_deviation:factor(COD_MUNI)15296",-2.10230818588776,0.131772111821677,-15.9541207682302,0.00000000000000000000000000000000000000000000000000000000282022516194593,15296
"scaled_rainfall_deviation:factor(COD_MUNI)15299",-2.07286097280033,0.103545283199813,-20.0188836105677,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000432878826335177,15299
"scaled_rainfall_deviation:factor(COD_MUNI)15317",-2.0833165880239,0.131619180587676,-15.8283661904135,0.0000000000000000000000000000000000000000000000000000000209331150631518,15317
"scaled_rainfall_deviation:factor(COD_MUNI)15322",-2.07116920105286,0.117209877744355,-17.6706028613925,0.00000000000000000000000000000000000000000000000000000000000000000000076821670476037,15322
"scaled_rainfall_deviation:factor(COD_MUNI)15325",-2.04751433794681,0.106219074039516,-19.2763339019984,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000955816997944044,15325
"scaled_rainfall_deviation:factor(COD_MUNI)15332",-2.16727444621362,0.104775561405909,-20.6849232505414,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000554167010635499,15332
"scaled_rainfall_deviation:factor(COD_MUNI)15362",-2.09301692274904,0.134233969954734,-15.5923044178374,0.000000000000000000000000000000000000000000000000000000864114242700917,15362
"scaled_rainfall_deviation:factor(COD_MUNI)15367",-2.08433692298426,0.134065683942053,-15.5471322839421,0.00000000000000000000000000000000000000000000000000000174990122073715,15367
"scaled_rainfall_deviation:factor(COD_MUNI)15368",-2.06934414576465,0.133075541282818,-15.5501463741318,0.00000000000000000000000000000000000000000000000000000166952804305134,15368
"scaled_rainfall_deviation:factor(COD_MUNI)15377",-2.07391321094717,0.0892316507326113,-23.2419012079222,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000220648587759509,15377
"scaled_rainfall_deviation:factor(COD_MUNI)15380",-2.07246622742111,0.132698078952262,-15.6179067834635,0.00000000000000000000000000000000000000000000000000000057875780454269,15380
"scaled_rainfall_deviation:factor(COD_MUNI)15401",-2.07318959048682,0.0826522784104607,-25.0832721173289,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106319374144938,15401
"scaled_rainfall_deviation:factor(COD_MUNI)15403",-2.08271005279161,0.135340184697255,-15.3887040826083,0.0000000000000000000000000000000000000000000000000000204556354585864,15403
"scaled_rainfall_deviation:factor(COD_MUNI)15407",-2.0693128022511,0.129545423771069,-15.9736464786896,0.00000000000000000000000000000000000000000000000000000000206301731426793,15407
"scaled_rainfall_deviation:factor(COD_MUNI)15425",-2.03646162609903,0.0868130653471323,-23.4580085146861,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000142002194000555,15425
"scaled_rainfall_deviation:factor(COD_MUNI)15442",-2.08562703315755,0.0932612402942625,-22.3632778909746,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111152298427583,15442
"scaled_rainfall_deviation:factor(COD_MUNI)15455",-2.07285380420429,0.0907487761448637,-22.8416722766086,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000223354930852661,15455
"scaled_rainfall_deviation:factor(COD_MUNI)15464",-2.10262969600602,0.1134264349476,-18.5373867826964,0.000000000000000000000000000000000000000000000000000000000000000000000000000114135102029615,15464
"scaled_rainfall_deviation:factor(COD_MUNI)15466",-2.09978713889438,0.128420077766245,-16.3509256139565,0.00000000000000000000000000000000000000000000000000000000000455639806817853,15466
"scaled_rainfall_deviation:factor(COD_MUNI)15469",-2.04880723425341,0.102454118285076,-19.997314588689,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000666802278984144,15469
"scaled_rainfall_deviation:factor(COD_MUNI)15476",-2.07053631951267,0.141671333042283,-14.6150690831342,0.00000000000000000000000000000000000000000000000234171454583753,15476
"scaled_rainfall_deviation:factor(COD_MUNI)15480",-2.07503316537362,0.0857357749281374,-24.2026524763191,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000279994642370286,15480
"scaled_rainfall_deviation:factor(COD_MUNI)15491",-2.07298223810416,0.146584653958266,-14.1418776258418,0.00000000000000000000000000000000000000000000216986271465507,15491
"scaled_rainfall_deviation:factor(COD_MUNI)15494",-2.0537947380123,0.135430055457308,-15.1649848408998,0.000000000000000000000000000000000000000000000000000631289091866408,15494
"scaled_rainfall_deviation:factor(COD_MUNI)15500",-2.10038375877776,0.138052093380255,-15.2144288967238,0.000000000000000000000000000000000000000000000000000297106611109062,15500
"scaled_rainfall_deviation:factor(COD_MUNI)15507",-2.08255685433733,0.0812547080455812,-25.6299838425249,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102329107305691,15507
"scaled_rainfall_deviation:factor(COD_MUNI)15511",-2.0832652083376,0.12113751086553,-17.1975236526872,0.00000000000000000000000000000000000000000000000000000000000000000298802496937217,15511
"scaled_rainfall_deviation:factor(COD_MUNI)15514",-2.07048200737327,0.0794254627709682,-26.0682397702072,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000124161515103886,15514
"scaled_rainfall_deviation:factor(COD_MUNI)15516",-2.12257151199224,0.128312541863533,-16.5421983008465,0.000000000000000000000000000000000000000000000000000000000000194393621647936,15516
"scaled_rainfall_deviation:factor(COD_MUNI)15518",-2.08776488773288,0.0841135444163062,-24.8207931578752,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000740402778081193,15518
"scaled_rainfall_deviation:factor(COD_MUNI)15522",-2.07814873788909,0.125464248408179,-16.5636726338817,0.000000000000000000000000000000000000000000000000000000000000136110648931864,15522
"scaled_rainfall_deviation:factor(COD_MUNI)15531",-2.07424366318662,0.0933446162147712,-22.2213529531699,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000263251205974161,15531
"scaled_rainfall_deviation:factor(COD_MUNI)15533",-2.06267736468848,0.0826591024915444,-24.9540256609909,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000269254921400276,15533
"scaled_rainfall_deviation:factor(COD_MUNI)15537",-2.09335277423185,0.134931434026716,-15.5141964460066,0.00000000000000000000000000000000000000000000000000000292342092621024,15537
"scaled_rainfall_deviation:factor(COD_MUNI)15542",-2.10005501541248,0.124794758216927,-16.8280707092042,0.00000000000000000000000000000000000000000000000000000000000000162842102523691,15542
"scaled_rainfall_deviation:factor(COD_MUNI)15550",-2.07444547325235,0.0917863907097169,-22.6007957956749,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000532450046527627,15550
"scaled_rainfall_deviation:factor(COD_MUNI)15572",-2.0842586213645,0.0826999359295238,-25.202663072686,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000529288640490934,15572
"scaled_rainfall_deviation:factor(COD_MUNI)15580",-2.08331329635538,0.0832507411361427,-25.0245615585388,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000462457142227516,15580
"scaled_rainfall_deviation:factor(COD_MUNI)15599",-2.07555266286921,0.127618590911817,-16.2637171280428,0.0000000000000000000000000000000000000000000000000000000000189665933495632,15599
"scaled_rainfall_deviation:factor(COD_MUNI)15600",-2.10393415453569,0.138738822707454,-15.1647110266466,0.000000000000000000000000000000000000000000000000000633925144793645,15600
"scaled_rainfall_deviation:factor(COD_MUNI)15621",-2.08421711980498,0.12314608150821,-16.9247538718154,0.000000000000000000000000000000000000000000000000000000000000000317223572958005,15621
"scaled_rainfall_deviation:factor(COD_MUNI)15632",-2.06284305873606,0.113743798758886,-18.1358727354348,0.000000000000000000000000000000000000000000000000000000000000000000000000182239248060704,15632
"scaled_rainfall_deviation:factor(COD_MUNI)15638",-2.08037435050474,0.135946802191969,-15.3028560948941,0.0000000000000000000000000000000000000000000000000000767186438149984,15638
"scaled_rainfall_deviation:factor(COD_MUNI)15646",-2.06616243416793,0.153462455036747,-13.463634696012,0.0000000000000000000000000000000000000000263386559658118,15646
"scaled_rainfall_deviation:factor(COD_MUNI)15660",-2.08500058055055,0.0887029240432693,-23.5054323523031,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000466344133894641,15660
"scaled_rainfall_deviation:factor(COD_MUNI)15664",-2.06379440250244,0.100608249835487,-20.5131726859092,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000191205566514608,15664
"scaled_rainfall_deviation:factor(COD_MUNI)15667",-2.07840845412809,0.074390080937352,-27.939322392705,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000149779042613729,15667
"scaled_rainfall_deviation:factor(COD_MUNI)15673",-2.07882390596411,0.14127404841362,-14.7148321245651,0.00000000000000000000000000000000000000000000000053913118285612,15673
"scaled_rainfall_deviation:factor(COD_MUNI)15676",-2.06668690917534,0.123430628500602,-16.7437121100396,0.00000000000000000000000000000000000000000000000000000000000000673465257762043,15676
"scaled_rainfall_deviation:factor(COD_MUNI)15681",-2.06111500744655,0.0839371758187479,-24.5554486119152,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000516640454629881,15681
"scaled_rainfall_deviation:factor(COD_MUNI)15686",-2.06095458899883,0.0987845267242971,-20.8631316800338,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000136302867104213,15686
"scaled_rainfall_deviation:factor(COD_MUNI)15690",-2.06794180715935,0.0773524160416572,-26.7340299499589,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000293362734332047,15690
"scaled_rainfall_deviation:factor(COD_MUNI)15693",-2.09659350681271,0.133047673317478,-15.7582124853083,0.0000000000000000000000000000000000000000000000000000000636085656259014,15693
"scaled_rainfall_deviation:factor(COD_MUNI)15696",-2.06885862846457,0.116864170282016,-17.7031045826279,0.00000000000000000000000000000000000000000000000000000000000000000000043182030646323,15696
"scaled_rainfall_deviation:factor(COD_MUNI)15720",-2.08719078449435,0.12612162707412,-16.549031541337,0.000000000000000000000000000000000000000000000000000000000000173559612694758,15720
"scaled_rainfall_deviation:factor(COD_MUNI)15723",-2.09090818262875,0.13576420541101,-15.4010269223672,0.0000000000000000000000000000000000000000000000000000169100913534519,15723
"scaled_rainfall_deviation:factor(COD_MUNI)15740",-2.10048842845008,0.135479482832471,-15.5041072237297,0.00000000000000000000000000000000000000000000000000000342035968760364,15740
"scaled_rainfall_deviation:factor(COD_MUNI)15753",-2.07611053150588,0.118654095892504,-17.4971670037144,0.0000000000000000000000000000000000000000000000000000000000000000000163227239071289,15753
"scaled_rainfall_deviation:factor(COD_MUNI)15755",-2.09000891880495,0.118508731295958,-17.6359066201246,0.00000000000000000000000000000000000000000000000000000000000000000000141923264500585,15755
"scaled_rainfall_deviation:factor(COD_MUNI)15757",-2.07408662798078,0.139585112720728,-14.8589386615353,0.0000000000000000000000000000000000000000000000000634984040871885,15757
"scaled_rainfall_deviation:factor(COD_MUNI)15759",-2.03155829666256,0.126342614396517,-16.0797550879125,0.000000000000000000000000000000000000000000000000000000000374759183305835,15759
"scaled_rainfall_deviation:factor(COD_MUNI)15761",-2.07595394181154,0.0998430899942048,-20.7921644044874,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000598338017698411,15761
"scaled_rainfall_deviation:factor(COD_MUNI)15762",-2.08986919555767,0.146599464765978,-14.2556400113316,0.000000000000000000000000000000000000000000000428512326833822,15762
"scaled_rainfall_deviation:factor(COD_MUNI)15763",-2.07044068969756,0.129808535865862,-15.9499579583661,0.00000000000000000000000000000000000000000000000000000000301446676614312,15763
"scaled_rainfall_deviation:factor(COD_MUNI)15764",-2.07531097484727,0.135901617993526,-15.270686291212,0.000000000000000000000000000000000000000000000000000125663686471073,15764
"scaled_rainfall_deviation:factor(COD_MUNI)15774",-2.08638433678644,0.121721556793415,-17.1406313864967,0.00000000000000000000000000000000000000000000000000000000000000000795422976176231,15774
"scaled_rainfall_deviation:factor(COD_MUNI)15776",-2.07889611995234,0.125607205524106,-16.5507712020022,0.000000000000000000000000000000000000000000000000000000000000168620836673796,15776
"scaled_rainfall_deviation:factor(COD_MUNI)15778",-2.07322822835915,0.108343440991147,-19.1357059494589,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000142903108430039,15778
"scaled_rainfall_deviation:factor(COD_MUNI)15790",-2.10309386388156,0.139849561417796,-15.0382585584136,0.0000000000000000000000000000000000000000000000000043085483629006,15790
"scaled_rainfall_deviation:factor(COD_MUNI)15798",-2.07641228777927,0.119327473364658,-17.4009574595941,0.0000000000000000000000000000000000000000000000000000000000000000000877988972387768,15798
"scaled_rainfall_deviation:factor(COD_MUNI)15804",-2.08273295830796,0.129991218575747,-16.022105040075,0.000000000000000000000000000000000000000000000000000000000948011184105682,15804
"scaled_rainfall_deviation:factor(COD_MUNI)15806",-2.12356877887072,0.145941027350904,-14.5508690559288,0.0000000000000000000000000000000000000000000000059941741290426,15806
"scaled_rainfall_deviation:factor(COD_MUNI)15808",-2.06744784575961,0.127694224636039,-16.1906135665286,0.0000000000000000000000000000000000000000000000000000000000623236985211324,15808
"scaled_rainfall_deviation:factor(COD_MUNI)15810",-2.06223717833404,0.119058485235163,-17.3212112875511,0.000000000000000000000000000000000000000000000000000000000000000000351658505809337,15810
"scaled_rainfall_deviation:factor(COD_MUNI)15814",-2.08379816803477,0.1405764819565,-14.8232345768873,0.000000000000000000000000000000000000000000000000108081494418239,15814
"scaled_rainfall_deviation:factor(COD_MUNI)15816",-2.08162176060691,0.0996473673921034,-20.8898821422539,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000779432891008808,15816
"scaled_rainfall_deviation:factor(COD_MUNI)15820",-2.0894955578811,0.131917573020186,-15.8394026667044,0.0000000000000000000000000000000000000000000000000000000175673305440394,15820
"scaled_rainfall_deviation:factor(COD_MUNI)15822",-2.09303110154297,0.115654066988955,-18.0973411141941,0.000000000000000000000000000000000000000000000000000000000000000000000000366761167254396,15822
"scaled_rainfall_deviation:factor(COD_MUNI)15832",-2.07475159004438,0.0946504927412827,-21.920135119798,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000203559154013838,15832
"scaled_rainfall_deviation:factor(COD_MUNI)15835",-2.06079990035108,0.154961496033152,-13.2987868154693,0.000000000000000000000000000000000000000241707561555542,15835
"scaled_rainfall_deviation:factor(COD_MUNI)15837",-2.08558073435059,0.142206523694782,-14.6658583598237,0.00000000000000000000000000000000000000000000000111006115680833,15837
"scaled_rainfall_deviation:factor(COD_MUNI)15839",-2.09720672096504,0.1222794981324,-17.1509267947294,0.00000000000000000000000000000000000000000000000000000000000000000666428498494112,15839
"scaled_rainfall_deviation:factor(COD_MUNI)15842",-2.05468099286592,0.140650397374452,-14.6084265044468,0.00000000000000000000000000000000000000000000000258137519780754,15842
"scaled_rainfall_deviation:factor(COD_MUNI)15861",-2.06607659993428,0.152584452043736,-13.5405447426719,0.00000000000000000000000000000000000000000927764032711239,15861
"scaled_rainfall_deviation:factor(COD_MUNI)15879",-2.06011181711431,0.129536523938482,-15.9037139061465,0.00000000000000000000000000000000000000000000000000000000631030437746977,15879
"scaled_rainfall_deviation:factor(COD_MUNI)15897",-2.08285925124185,0.107980164349948,-19.2892765424176,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000074445063655064,15897
"scaled_rainfall_deviation:factor(COD_MUNI)17001",-1.95122442671066,0.0946313234280707,-20.619223699157,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000215486146852924,17001
"scaled_rainfall_deviation:factor(COD_MUNI)17013",-2.06500498050926,0.0843255601670607,-24.488482216047,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000266734146768427,17013
"scaled_rainfall_deviation:factor(COD_MUNI)17042",-2.1120504209845,0.0900041331622121,-23.4661492398134,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000117314498984872,17042
"scaled_rainfall_deviation:factor(COD_MUNI)17050",-2.07698555819732,0.096353011124545,-21.5560005230415,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000559841040791235,17050
"scaled_rainfall_deviation:factor(COD_MUNI)17088",-2.02961685247824,0.088288866551144,-22.9883668435422,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000774400578350025,17088
"scaled_rainfall_deviation:factor(COD_MUNI)17174",-2.14306170251592,0.0861997981027092,-24.8615629002102,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000269058385673403,17174
"scaled_rainfall_deviation:factor(COD_MUNI)17272",-2.09419055307841,0.0918637223085471,-22.796709086581,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000623232346293716,17272
"scaled_rainfall_deviation:factor(COD_MUNI)17380",-2.13392341780296,0.0798790964300466,-26.714416075947,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000495232363546782,17380
"scaled_rainfall_deviation:factor(COD_MUNI)17388",-2.08095568092158,0.091167271944712,-22.8256877334617,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000321756133901629,17388
"scaled_rainfall_deviation:factor(COD_MUNI)17433",-2.03207177577228,0.079619199023556,-25.5223840567785,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000160074103895342,17433
"scaled_rainfall_deviation:factor(COD_MUNI)17442",-2.06119812403052,0.0865380491801941,-23.8184029286191,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000283782439810622,17442
"scaled_rainfall_deviation:factor(COD_MUNI)17444",-2.08293383365788,0.071087723270589,-29.300893850959,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000189896443099464,17444
"scaled_rainfall_deviation:factor(COD_MUNI)17446",-2.08733646998896,0.0896138651291059,-23.2925615582115,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000067888075651141,17446
"scaled_rainfall_deviation:factor(COD_MUNI)17486",-2.09707622698284,0.0955793035056792,-21.9406937492303,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000129658805954453,17486
"scaled_rainfall_deviation:factor(COD_MUNI)17495",-2.07362411865659,0.0735696262097317,-28.1858726962281,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000149595879297748,17495
"scaled_rainfall_deviation:factor(COD_MUNI)17513",-2.08824545686293,0.0877841564096859,-23.7884094610098,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000579418852989633,17513
"scaled_rainfall_deviation:factor(COD_MUNI)17524",-2.10152165504169,0.0865941107399143,-24.2686441039116,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000565950668976857,17524
"scaled_rainfall_deviation:factor(COD_MUNI)17541",-2.04920516561019,0.0770857647695407,-26.5834447091054,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000161827010098617,17541
"scaled_rainfall_deviation:factor(COD_MUNI)17614",-2.0252128597798,0.0911747481768615,-22.2124316247222,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000320979687783688,17614
"scaled_rainfall_deviation:factor(COD_MUNI)17616",-2.04335862189124,0.088171163940937,-23.1749081055573,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104459375347348,17616
"scaled_rainfall_deviation:factor(COD_MUNI)17653",-2.07058959373725,0.0954365831795471,-21.6959736481953,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000270855384199557,17653
"scaled_rainfall_deviation:factor(COD_MUNI)17662",-2.03939018695739,0.0717201325126379,-28.4353934594032,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000129303730498869,17662
"scaled_rainfall_deviation:factor(COD_MUNI)17665",-2.04573762625707,0.0883609599258105,-23.1520529878208,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000177365561886373,17665
"scaled_rainfall_deviation:factor(COD_MUNI)17777",-2.05958228563556,0.0877904802110728,-23.4602007038092,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000134884584678367,17777
"scaled_rainfall_deviation:factor(COD_MUNI)17867",-2.09593158555262,0.073917898023769,-28.354859128687,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000126835160577561,17867
"scaled_rainfall_deviation:factor(COD_MUNI)17873",-2.13079597690429,0.0961359829866014,-22.1643957934175,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000932226616037656,17873
"scaled_rainfall_deviation:factor(COD_MUNI)17877",-2.06132292585384,0.0868576527489074,-23.7321969983787,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000220267403135858,17877
"scaled_rainfall_deviation:factor(COD_MUNI)18001",-2.26253912020691,0.0850661090377837,-26.5974210622701,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111638408429412,18001
"scaled_rainfall_deviation:factor(COD_MUNI)18029",-2.0534656709225,0.080098346798457,-25.636804665762,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000859255329164212,18029
"scaled_rainfall_deviation:factor(COD_MUNI)18094",-2.06839566226771,0.0866209756347049,-23.878692742858,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000674012225225884,18094
"scaled_rainfall_deviation:factor(COD_MUNI)18150",-2.09470107162662,0.0891812057194892,-23.4881447803621,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000700007947880475,18150
"scaled_rainfall_deviation:factor(COD_MUNI)18205",-2.08787612589427,0.0791763711214899,-26.369939621135,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000458864146063675,18205
"scaled_rainfall_deviation:factor(COD_MUNI)18247",-2.08033552088423,0.0814069068783472,-25.5547790802694,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000700280059154907,18247
"scaled_rainfall_deviation:factor(COD_MUNI)18256",-2.051749231273,0.0814218081294134,-25.1990133652142,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000580247147902304,18256
"scaled_rainfall_deviation:factor(COD_MUNI)18410",-2.05347273041681,0.0799536161096311,-25.683300272512,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026082957331272,18410
"scaled_rainfall_deviation:factor(COD_MUNI)18460",-2.09937830495713,0.0812584001738354,-25.8358311321161,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000514360178465996,18460
"scaled_rainfall_deviation:factor(COD_MUNI)18479",-2.07549647914204,0.0813695030646489,-25.5070560956116,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000236619514481258,18479
"scaled_rainfall_deviation:factor(COD_MUNI)18592",-2.04944916943768,0.0835168586497452,-24.5393469363198,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000766964247352748,18592
"scaled_rainfall_deviation:factor(COD_MUNI)18610",-2.04405442468972,0.0816885293257979,-25.0225391687176,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000486449648594214,18610
"scaled_rainfall_deviation:factor(COD_MUNI)18753",-2.02099008880258,0.0876110780039985,-23.067745938594,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000124465366659882,18753
"scaled_rainfall_deviation:factor(COD_MUNI)18756",-2.11370141401712,0.0923376721550635,-22.8909974085936,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000722944488197845,18756
"scaled_rainfall_deviation:factor(COD_MUNI)18785",-2.10200587661602,0.0812512185863476,-25.8704535536556,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000210300326340585,18785
"scaled_rainfall_deviation:factor(COD_MUNI)18860",-2.10134400285565,0.0819886805712157,-25.6296843444189,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103117039511259,18860
"scaled_rainfall_deviation:factor(COD_MUNI)19001",-2.09535751659784,0.0937974561854223,-22.3391721035127,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019053724478918,19001
"scaled_rainfall_deviation:factor(COD_MUNI)19022",-2.04214898435895,0.0934663361478878,-21.8490321598543,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000965550559204879,19022
"scaled_rainfall_deviation:factor(COD_MUNI)19050",-2.15416556358046,0.0763770694153023,-28.2043495524439,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000088920482925541,19050
"scaled_rainfall_deviation:factor(COD_MUNI)19075",-2.01149753592041,0.0763503751020196,-26.3456143238673,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000870712405737657,19075
"scaled_rainfall_deviation:factor(COD_MUNI)19100",-2.02816104340298,0.0896149118116489,-22.631959373745,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000263102492632685,19100
"scaled_rainfall_deviation:factor(COD_MUNI)19110",-2.17037065193268,0.0825372127951324,-26.2956620224118,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000323849922473429,19110
"scaled_rainfall_deviation:factor(COD_MUNI)19130",-2.12943690290567,0.0864351160644996,-24.6362473941336,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000708717808499175,19130
"scaled_rainfall_deviation:factor(COD_MUNI)19137",-1.96341911971735,0.0927546267422156,-21.1678833571732,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000224388276024294,19137
"scaled_rainfall_deviation:factor(COD_MUNI)19142",-1.99238796169588,0.0920681454883805,-21.6403616161393,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000904347554715782,19142
"scaled_rainfall_deviation:factor(COD_MUNI)19212",-2.10694399915344,0.0926309593080867,-22.745570324343,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000199735099274415,19212
"scaled_rainfall_deviation:factor(COD_MUNI)19256",-2.40419327150483,0.0786209708204131,-30.57954190106,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000484013141945381,19256
