code,1950-01,1950-02,1950-03,1950-04,1950-05,1950-06,1950-07,1950-08,1950-09,1950-10,1950-11,1950-12,1951-01,1951-02,1951-03,1951-04,1951-05,1951-06,1951-07,1951-08,1951-09,1951-10,1951-11,1951-12,1952-01,1952-02,1952-03,1952-04,1952-05,1952-06,1952-07,1952-08,1952-09,1952-10,1952-11,1952-12,1953-01,1953-02,1953-03,1953-04,1953-05,1953-06,1953-07,1953-08,1953-09,1953-10,1953-11,1953-12,1954-01,1954-02,1954-03,1954-04,1954-05,1954-06,1954-07,1954-08,1954-09,1954-10,1954-11,1954-12,1955-01,1955-02,1955-03,1955-04,1955-05,1955-06,1955-07,1955-08,1955-09,1955-10,1955-11,1955-12,1956-01,1956-02,1956-03,1956-04,1956-05,1956-06,1956-07,1956-08,1956-09,1956-10,1956-11,1956-12,1957-01,1957-02,1957-03,1957-04,1957-05,1957-06,1957-07,1957-08,1957-09,1957-10,1957-11,1957-12,1958-01,1958-02,1958-03,1958-04,1958-05,1958-06,1958-07,1958-08,1958-09,1958-10,1958-11,1958-12,1959-01,1959-02,1959-03,1959-04,1959-05,1959-06,1959-07,1959-08,1959-09,1959-10,1959-11,1959-12,1960-01,1960-02,1960-03,1960-04,1960-05,1960-06,1960-07,1960-08,1960-09,1960-10,1960-11,1960-12,1961-01,1961-02,1961-03,1961-04,1961-05,1961-06,1961-07,1961-08,1961-09,1961-10,1961-11,1961-12,1962-01,1962-02,1962-03,1962-04,1962-05,1962-06,1962-07,1962-08,1962-09,1962-10,1962-11,1962-12,1963-01,1963-02,1963-03,1963-04,1963-05,1963-06,1963-07,1963-08,1963-09,1963-10,1963-11,1963-12,1964-01,1964-02,1964-03,1964-04,1964-05,1964-06,1964-07,1964-08,1964-09,1964-10,1964-11,1964-12,1965-01,1965-02,1965-03,1965-04,1965-05,1965-06,1965-07,1965-08,1965-09,1965-10,1965-11,1965-12,1966-01,1966-02,1966-03,1966-04,1966-05,1966-06,1966-07,1966-08,1966-09,1966-10,1966-11,1966-12,1967-01,1967-02,1967-03,1967-04,1967-05,1967-06,1967-07,1967-08,1967-09,1967-10,1967-11,1967-12,1968-01,1968-02,1968-03,1968-04,1968-05,1968-06,1968-07,1968-08,1968-09,1968-10,1968-11,1968-12,1969-01,1969-02,1969-03,1969-04,1969-05,1969-06,1969-07,1969-08,1969-09,1969-10,1969-11,1969-12,1970-01,1970-02,1970-03,1970-04,1970-05,1970-06,1970-07,1970-08,1970-09,1970-10,1970-11,1970-12,1971-01,1971-02,1971-03,1971-04,1971-05,1971-06,1971-07,1971-08,1971-09,1971-10,1971-11,1971-12,1972-01,1972-02,1972-03,1972-04,1972-05,1972-06,1972-07,1972-08,1972-09,1972-10,1972-11,1972-12,1973-01,1973-02,1973-03,1973-04,1973-05,1973-06,1973-07,1973-08,1973-09,1973-10,1973-11,1973-12,1974-01,1974-02,1974-03,1974-04,1974-05,1974-06,1974-07,1974-08,1974-09,1974-10,1974-11,1974-12,1975-01,1975-02,1975-03,1975-04,1975-05,1975-06,1975-07,1975-08,1975-09,1975-10,1975-11,1975-12,1976-01,1976-02,1976-03,1976-04,1976-05,1976-06,1976-07,1976-08,1976-09,1976-10,1976-11,1976-12,1977-01,1977-02,1977-03,1977-04,1977-05,1977-06,1977-07,1977-08,1977-09,1977-10,1977-11,1977-12,1978-01,1978-02,1978-03,1978-04,1978-05,1978-06,1978-07,1978-08,1978-09,1978-10,1978-11,1978-12,1979-01,1979-02,1979-03,1979-04,1979-05,1979-06,1979-07,1979-08,1979-09,1979-10,1979-11,1979-12,1980-01,1980-02,1980-03,1980-04,1980-05,1980-06,1980-07,1980-08,1980-09,1980-10,1980-11,1980-12,1981-01,1981-02,1981-03,1981-04,1981-05,1981-06,1981-07,1981-08,1981-09,1981-10,1981-11,1981-12,1982-01,1982-02,1982-03,1982-04,1982-05,1982-06,1982-07,1982-08,1982-09,1982-10,1982-11,1982-12,1983-01,1983-02,1983-03,1983-04,1983-05,1983-06,1983-07,1983-08,1983-09,1983-10,1983-11,1983-12,1984-01,1984-02,1984-03,1984-04,1984-05,1984-06,1984-07,1984-08,1984-09,1984-10,1984-11,1984-12,1985-01,1985-02,1985-03,1985-04,1985-05,1985-06,1985-07,1985-08,1985-09,1985-10,1985-11,1985-12,1986-01,1986-02,1986-03,1986-04,1986-05,1986-06,1986-07,1986-08,1986-09,1986-10,1986-11,1986-12,1987-01,1987-02,1987-03,1987-04,1987-05,1987-06,1987-07,1987-08,1987-09,1987-10,1987-11,1987-12,1988-01,1988-02,1988-03,1988-04,1988-05,1988-06,1988-07,1988-08,1988-09,1988-10,1988-11,1988-12,1989-01,1989-02,1989-03,1989-04,1989-05,1989-06,1989-07,1989-08,1989-09,1989-10,1989-11,1989-12,1990-01,1990-02,1990-03,1990-04,1990-05,1990-06,1990-07,1990-08,1990-09,1990-10,1990-11,1990-12,1991-01,1991-02,1991-03,1991-04,1991-05,1991-06,1991-07,1991-08,1991-09,1991-10,1991-11,1991-12,1992-01,1992-02,1992-03,1992-04,1992-05,1992-06,1992-07,1992-08,1992-09,1992-10,1992-11,1992-12,1993-01,1993-02,1993-03,1993-04,1993-05,1993-06,1993-07,1993-08,1993-09,1993-10,1993-11,1993-12,1994-01,1994-02,1994-03,1994-04,1994-05,1994-06,1994-07,1994-08,1994-09,1994-10,1994-11,1994-12,1995-01,1995-02,1995-03,1995-04,1995-05,1995-06,1995-07,1995-08,1995-09,1995-10,1995-11,1995-12,1996-01,1996-02,1996-03,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
USA.2593223,14.23,18.88,20.74,21.34,25.02,26.62,27.35,27.29,26.79,23.27,20.61,18.32,15.65,15.97,21.21,23.1,25.74,27.06,27.29,27.39,26.26,24.15,18.09,16.1,14.37,17.24,18.26,21.67,23.69,25.9,26.91,27.57,27.22,23.51,19.61,15.3,14.97,14.52,16.71,20.08,23.2,27.36,27.56,27.32,27.03,23.5,20.78,15.41,16,16.5,20.27,21.91,23.48,26.17,27.76,27.54,25.98,23.14,20.14,15.55,17.32,16.39,18.16,22.39,24.25,27.04,26.8,27.09,26.43,24.09,20.66,16.6,14.71,17.58,17.86,19.79,24.29,26.65,27.81,27.84,26.38,22.92,19.79,17.9,17.75,17.19,18.52,20.84,24.03,25.37,27.09,27,26.99,22.86,17.4,12.78,11.53,15.15,17.94,21.13,23.72,26.13,27.51,27.64,26.28,23.83,20.68,13.25,14.38,15.07,18.32,21.58,23.44,26.69,27.79,27.69,26.54,24.28,18.79,16.66,14.6,13.46,19.99,20.78,24.09,26.23,27.1,27.1,26.39,23.82,19.41,16.95,15.1,15.46,17.9,21.72,25,26.26,26.8,27.43,25.84,21.88,19.73,16,11.53,13.36,18.05,20.63,24.99,27.23,28.09,27.19,26.29,23.1,18.89,16.97,14.09,16.11,17.51,21.42,23.84,26.86,26.86,27.31,25.63,23.75,19.27,16.48,17.75,17.33,19.93,21.79,24.12,26.64,27.66,27.6,26.66,22.79,19.74,16.7,15.89,14.21,17.3,19.07,24.01,27.27,27.19,27.31,26.72,24.34,20.77,17.68,12.19,16.57,19.67,20.29,24.08,27,27.25,27.65,26.62,23.52,19.94,17.33,16.71,12.82,15.89,21.17,23.87,26.14,27.4,27.2,26.22,22.65,17.28,17.15,13.74,15.42,19.98,23.56,25.2,26.42,27.74,27.41,26.23,22.56,19.84,13.58,14.49,13.63,17.11,21.32,24.06,26.39,27.47,28.01,27.14,23.5,17.45,14.4,10.83,15.55,18.42,22.73,24.87,26.56,28.21,27.58,26.8,23.55,21.05,17.33,13.68,13.6,17.27,20.73,25.29,26.66,27.71,27.33,27.03,21.72,18.15,12.66,14.94,18.42,23.41,28.54,29.91,29.72,31.52,31.74,30.52,26.73,23.76,20.33,14.23,15.98,18.86,26.57,29.36,30.53,31.33,31.84,30.78,27.94,24.69,20.02,13.33,16.9,18.23,21.12,22.67,26.58,27.41,27.56,26.16,22.87,17.5,16.92,13.95,13.62,16.73,19.86,23.75,26.18,27.36,27.1,26.7,22.78,19.46,18.13,15.58,17.15,18.49,21.6,24.41,25.83,26.68,27.16,26.25,23.51,17.32,16.48,15.96,16.93,19.23,21.74,23.74,26.35,27.11,27.39,27.2,24.09,18.24,14.45,16.33,14.81,18.08,20.72,23.78,27.28,27.51,27.5,26.57,23.59,20.41,14.67,17.96,18,20.03,21.42,25.8,27.04,27.16,27.2,25.94,23.46,18.17,13.56,13.03,16.8,18.55,21.41,24.57,26.72,27.43,27.67,26,22.38,18.89,15.83,17.63,18.93,16.97,22.26,24.61,26.8,28.63,28.07,26.99,24.29,20.45,14.06,12.71,16.05,20.13,20.72,23.5,26.41,27.78,27.79,26.07,23.51,19.35,16.32,14.06,15.43,20.44,20.54,25.31,27.05,27.64,27.25,26.49,24.65,19.65,16.48,17.87,15.51,15.4,20.76,23.29,26.65,27.53,27.38,25.97,22.5,19.79,16.12,14.58,15.01,18.8,21.89,23.77,26.4,27.06,27.75,26.3,23.68,17.61,18.61,16.58,13.45,19.96,22.68,24.33,26.77,27.23,27.75,26.64,22.62,16.85,13.45,13.9,13.65,20.61,22.2,25.7,26.88,27.16,26.81,25.6,24.89,18.87,15.71,16.2,16.3,18.17,21.71,25.48,26.26,27.05,27.16,26.41,23.55,18.95,15.08,13.25,17.57,20.87,23.39,24.84,26.69,27.78,28,26.74,25.52,22.13,17.44,16.83,17.41,18.73,20.31,25.29,26.6,26.92,27.16,27.35,21.16,18.85,16.23,13.98,15.51,20.32,22.72,24.32,27.72,28.16,28.02,27.04,21.78,18.26,14.35,14.84,17.66,16.56,19.6,23.13,26.12,27.01,27.23,26,22.74,20.59,16.67,11.44,13.66,16.01,20.3,23.5,26.21,27.65,27.25,26.09,22.51,19.56,17.71,15.18,17.45,21.06,22.21,23.98,27.38,27.23,27.08,26.61,24.56,17.62,17.6,13.25,12.41,18.12,23.38,25.47,27.28,27.19,27.47,27,23.05,19.16,16.34,11.36,14.59,16.82,21.05,23.63,27.01,28.24,27.67,26.34,23.67,21.26,18.86,16.77,14.4,21.38,22.45,25.24,26.62,28.11,27.6,26.79,24.35,19.44,17.36,16.86,18.38,18.65,20.42,24.84,26.94,27.5,27.28,26.83,24.87,18.77,13.92,12.85,16.8,18.5,21.03,24.03,27.35,27.95,28.11,26.32,22,23.04,19.63,17.53,16.91,18.99,23.83,26.44,27.13,27.17,27.33,25.65,25.14,19.78,17.11,16.38,19.15,21.33,24.04,26.13,27.69,27.7,28.25,27.08,22.58,18.15,18.31,15,12.29,16.16,21.33,24.3,27.12,28.15,28.12,27.61,23.31,20.62,18.15,12.99,18.98,19.38,21.56,24.24,27.78,28.05,28.19,27.74,25.31,19.66,16.45,14.64,14.91,18.56,21.93,25.18,26.37,27.84,28.2,27.33,24.49,20.59,16.87,14.95,19.77,20.84,23.25,25.51,28.09,28.02,27.87,27.12,23.4,21.4,17.02,14.92,13.63,18.63,21.94,25.45,27.12,28.13,28.38,27.48,23.65,19.89,17.69,14.03,14.7,17.31,20.3,24.21,26.69,27.87,27.65,26.97,23.54,21.34,19.66,18.48,19.32,18.81,22.41,26.5,27.64,27.88,27.93,27.78,23.79,18.25,17.7,15.69,18.91,19.77,21.16,25.76,27.46,28.39,28.24,26.16,25.26,21.87,18.23,13.23,16.33,19.39,20.84,25.32,27.75,28.53,28.88,27.56,26.11,22.65,20.54,16.46,15.22,17.96,22.81,25.18,28.13,28.28,28.35,27.71,25.33,20.07,16.42,15.15,16.33,20.67,22.53,24.99,27.54,28.42,28.76,27.78,23.84,18.45,18.1,18.45,18.84,20.41,21.72,25.02,27.61,28.67,28.37,28.04,24,20.29,19.37,17.94,18.01,15.64,21.88,25.72,27.13,28.44,28.7,27.24,25.41,20.89,17.48,13.71,16.56,19,22.05,25.26,28.12,28.69,29.09,27.88,25.76,19.81,17.34,15.14,16.7,21.31,20.85,25.37,27.82,28.89,29.46,27.7,24.46,20.87,15.29,14.5,18.16,21.21,23.12,25.61,28.52,28.93,29.3,28.27,25.48,20.3,15.56,16.26,13.77,17.01,20.7,24.31,27.17,28.68,28.63,28.14,23.08,21.4,16.26,12.99,16.93,20.28,21.71,26.59,29.56,29.62,29.51,28.31,26.7,22.23,17.1,13.77,15.33,18.97,20.55,25.13,27.97,28.87,28.67,27.47,25.77,22.5,17.01,14.58,16.53,19.26,20.91,25.08,27.62,28.31,27.92,27.7,25.35,19.7,18.63,12.72,17.39,20.66,21.18,25.91,28.33,28.96,28.9,28.65,24.55,20.26,18.67,15.68,15.64,16.9,21.75,25.59,27.7,29.14,28.78,27.59,24.5,19.36,18.33,18.71,20.56,21.46,21.24,24.98,27.53,28.6,28.88,27.39,25.41,20.6,19.38,13.06,16.72,19.46,22.03,25.31,27.21,28.64,28.58,27.36,25.25,20.42,17.39
